review_body,is_positive_sentiment
"No words, Amazing",1
Great Movie. Let's you know that God has their Back.,1
Stayed fairly close to the book.,1
i enjoyed it,1
"An excellent mystery that is seemingly inspired by Agatha Christie novels. Hercule Poirot would have been comfortable with this story. Very well acted and photographed. Hope to see more future work from this writer, and director. A very nice way to spend an afternoon.",1
This would be a great movie to watch IF IT ACTUALLY HAD SUBTITLES!,0
Rather slow.  Didn't have enough action to keep my attention. No wont watch any more episodes,0
"I really love this film. Not only the part how this movie describes human condition but also the historical part of the movie. I highly recommend this stylistically well made movie because it is just so amazing when I see the horse jumping around the field and bring hopes to the people in the Great War.<br />The background of the movie happened during the World War I. The horse, named Joey, did not give up on his life during the Great War. Joey brought hopes to the devastated soldiers on both Allies and Germans. During World War I, millions of people died because the war was fought in a different way, as known as trench war. Generals make soldiers dig trenches to make defiance and it makes the offence become very hard, and even more, the troops are already using machine guns from the beginning of the war and millions of people will die under the machine guns. When Joey ran in to the field, there are wires and bodies everywhere. Suddenly, Joey was trapped in the wires and both Germans and British soldiers can’t believe what they are seeing – a living animal at the middle of the war zone. The appeared of Joey makes both German and British send a soldiers to help rescue him and that makes troops on both sides disengage for a while. After Joey was rescued, he was send back to the doctor for surgery and at the same place is where he met his original owner, Albert. After the war, Joey and Albert went back to home together and the movie end with a happy ending.<br />After watching the whole movie, I can feel the powerful vitality spreading from Joey, miracles happened on this creature. He makes me believe that I shouldn’t give up on anything. Really, everyone should go watch this movie. It definitely worth it.",1
"We loved Boardwalk Empire, but was very upset that season 5 was held back from Amazon Prime's members.  We had no warning, other wise we may not have become involved with this HBO mini series. This is not for the general public as the violence, language, sexual content & nudety is probably rated R or better.",1
Terrible,0
"It wasn't as good as I thought it would be from the reviews, but it did hold interest...It is an older film...",0
"I'm watching this series with my girlfriend who has dual German and USA citizenship. She was in Berlin when the wall came down. We have friends who were part of the Osha commune where scenes from this series were shot. The authenticity is amazing for me, giving me a perspective that I didn't get as I grew up in America. Propaganda skewed my understanding as it did citizens in both East and West Germany. I was silly enough to believe US most news broadcasts back then. I'd recommend this series to every American adult who takes seriously their duty to be a well informed voting citizen.<br />Entertainment wise, I enjoy the realism, the set decorations, old gadgets, cars and cloths, but the greenish yellow camera hew and tell-it-like-it-is dialogue might bore someone who is used to seeing the world through a Marvel Comics movie.",1
"I'm glad they chose to start the year off with an episode set in Iowa...hailing from Omaha, NE/Council Bluffs, IA myself, I know how creepy the area can be and boy did the GAC pull this off!  You can tell they're really trying to step up Billy's role this year and I'm glad they did.  I've never seen him as truly terrified as he was this season.  I know he's been part of the crew for awhile but this season solidifies his place on the team.  Welcome to the Ghost Adventures Crew Billy, I hope you survive the experience!  MWAHAHAHAHAHAHAHAHAH!",1
"I watched this movie while at Lake Tahoe.  BIG BEAR!  Pretty hair-raising!  A perfect choice for my visit, though I confess I was a bit nervous walking in the woods the next day.",1
Great.,1
"Both a good western and a good movie.  You might question a few things, but they are minor.",1
I didn't think I'd like this series but after the first episode I've been watching it ever since.  Very engrossing!!,1
It really shows you how family's should should treat each other,1
"This is one of the most delightful and poignant movies I've ever seen.  I watched it over and over and never got tired of it.  The cast is wonderful, the music delightful and the story, which is a true one, takes us back to innocent times and the spirit of the British people during the WWII.  I don't think I've ever seen a movie that starred Judi Dench that wasn't wonderful.  Bob Hoskins is a perfect foil for the eccentric and gutsy Mrs. Henderson.  Don't miss this one.  You'll come away from it feeling good!",1
It was ok,0
Great family movie,1
"I thought it was very imformative, I enjoyed being entertained and learning at the same time.",1
"I saw all of these stars and read the reviews. This movie I expected to be much better scripted than it was. Forget how boring it was lets just go right to the ending , w. T. Funk???  It just ends. Totally  disappointed.",0
This has many stories which would be good movies on their own.,1
This is the best series we have seen so far .. absolutely loved it .. wish it would continue.,1
Pretty goofy,0
"I watched the Jobs vs Gates episode and I don't know whether to watch the other ones, because there are some inaccuracy and misconception in the program.  To avoid the &#34;liability&#34;, they put &#34;Dramatizations inspired by History&#34; and &#34;altered for Dramatic Purposes&#34; at the beginning of the program.  Well, how can documentaries be &#34;inspired by History&#34;? It is very irresponsible.  The misconception is that one of the person giving the comment said that mainframe are these super computers operated by computer experts and Bill Gates know how to do it.  Well, actually, when in 1982, an Apple II can be already more complicated than the mainframes.  So knowing how to deal with the mainframe is not something &#34;genius&#34;.  The second inaccuracy is about Microsoft bundling Word and Excel with every copy of Windows.  As far as I know, that was not true.  You buy Windows, and all the time, you also have to buy Word, Excel, or Office separately.  The TV program said there was no choice for people to buy Windows without having Word or Excel -- that Word and Excel were already bundled and people have to get it together with Windows or a new PC.",0
"Despite all the glitz, glamour and pretty people I could only get through 40 min of this mediocre uninteresting characters Movie before I couldn't take anymore!!!!!!!",0
Quite entertaining. Better than I thought it would be.,0
Good paced movie that I think does a good job capturing the people and time-period of WWII.,1
Excellent!,1
Terrible in every way,0
A bit dull,0
Nice story.,1
"Great movie for being indie. The back of my head was on my wall. Some scenes were just so deep. Take the time and watch, unless you are looking for a typical Hollywood movie, this is not the one.",1
I loved this film. Some of the scenes and music are a bit odd (such is Japanese Style:) But the message and connected love that is transended by food (Italian food). A different way of looking at a friendship and romatic relationship and how it flows. 2 thumbs up :-),1
"If you like Christopher Guest's improv-style movies (This Is Spinal Tap, Best in Show, Waiting for Guffman, etc.), BBC television, and aren't too squeamish when it comes to R-rated content (really bad language, implied sex, and...I seem to recall there was some nudity, although only one scene), you're probably going to LOVE Family Tree. The characters are hilarious, and strangely Guest managed to include many of his favorite actors, including Michael McKean, Fred Willard, and, of course, Christopher Guest himself.<br /><br />Chris O'Dowd (from The IT Crowd) plays an Irishman from an English family who starts searching for his family roots after his late aunt leaves him a box of junk that turns out to be full of clues about his family's history. Eventually his quest leads him to California where he discovers a bunch of distant and strange relatives. The series ends unexpectedly with the main character torn between returning home and staying in California. It definitely feels like this show was meant to get a second season, but alas that didn't happen.<br /><br />One thing I love about the series is that the female characters are often funnier than the men. The main character's sister is deeply attached to a monkey puppet with a filthy mouth, and the main character's stepmother... let me just say there's a scene involving her where she isn't seen and you can't even hear her, but she made me laugh so long and hard.<br /><br />The whole thing is shot faux documentary style, which shouldn't come as a surprise to anyone familiar with Christopher Guest's work. In many ways, it reminds me of the original UK version of The Office, but without a drop of meanness. Chris O'Dowd's character has an open heart, and he's more than willing to embrace anything and everything he discovers about his family, no matter how insane it may be.<br /><br />I loved this show. The only problem I had with it (except for one unnecessary R-rated scene) is that it ended way too soon. It would be great if someone picked it up for a second season. Amazon, are you listening?eat if someone picked it up for a second season. Amazon, are you listening?",1
Great movie enjoy watching as family teaching about the truth,1
"This show is utterly ridiculous. Granted, the book upon which it is based has some pretty crazy stuff in it, but the show has gone off the rails and completely misses the point of the book. The novel, by the great Stephen King shares a lot of DNA with the Twilight Zone classic episode &#34;The Monsters are Due on Maple Street.&#34; In both, aliens mess with a slice of pure Americana (a suburban street, a small New England town), but don't really do much. They have an agenda, but they're very hands off in their methods. The point of each is that we don't need to worry about some alien menace. Under the right conditions, we become worse monsters than any extraterrestrial ones.<br /><br />That may have been the focus in the first season, but since then the show has gone into a crazy Invasion of the Body Snatchers Lite direction. It's pretty terrible.",0
Great &#34;mockumentary&#34; film! Funny jokes that obviously are far from true (besides a select few lol) but very entertaining! Proud of the boys for coming this far!,1
"A good movie with some great actors, but sometimes can be a little slow.",1
"I really don't get why this is considered one of the top docs of 2014. There is no narration...there is no hints as to what story is attempting to be told. As someone who grew up in rural Kentucky, I feel like I am watching a clumbsily spliced together presentation of people's home videos. There is no story arc. I could easily pull out my own home videos and perhaps request home videos from my friends from back home and submit this crap to Sundance.",0
"My daughter likes it and she's 3 years old. I thought it was kind of noisy and confusing for her age, so I try to steer her to something else.",0
Very interesting doc....I'm curious to find out what has happened with this huge project since the  revolution in Libya. .. I'd love to see the topic revisited. ..,1
"I watched for a while, hoping it would get better, but it's too same, same, same. Boring and crude.",0
"Stone not at all asian or Hawaiian looking, not believable. The acting by all except Rachel McAdams was terribly scripted. The talking was fast & confusing. Military demeanor very unauthentic- no cover when outside much of the time. Stones character obnoxious. Rachel McAdams the star. Awkwardly uncomfortable to watch!",0
"I thought this movie was super cute!  It's no Toy Story or Finding Nemo, but was adorable.  My kids loved it.  We watched it 3 times in 2 days.",1
"In the final episode a character who is dying reveals the answer to the central mystery of the plot.  The combination of his labored breathing, raspy voice, and poor quality audio made his statements unintelligible.  I listened  to the segment three times using several volume levels and high quality headphones and never got  it.",0
"This first full-length feature from writer/director Talya Lavie presents a unique take on conscripted service into the IDF from a female perspective. The result is a Heller-esque tale replete with absurdities and inanities of military servitude.  It took a woman to tell this story.  Unlike other military movies, this one is almost entirely female - other than two smaller parts that come to mind, girls rule here.<br /><br />Lavie's script stitches together three loosely connected tales: &#34;01: The Replacement&#34;; &#34;02: The Virgin&#34; and &#34;03: The Commander&#34;. The constant in the three stories is the presence of Dana Ivgy as Zohar. Ms. Ivgy is a personal favorite dating back to [[ASIN:B000255L98 Broken Wings]]. She's a great actress and an arresting on screen presence even when dressing down or meant to be bristly and difficult like she is here.  Ivgy shines brightest in Lavie's 2nd story as the title character.<br /><br />The movie' surprise, though, is Nelly Tagar as Daffi.  She plays a big part in the first story, ostensibly training her replacement as she angles for reassignment in Tel Aviv. Tagar is a naturally gifted physical comedienne with fun, expressive eyes.  Her ability to cry on contact plays a big part in the story and to watch her to do it with aplomb -- and have you chuckle at the results -- is a real treat.  I was saddened to see her not appear n the second tale, but excited to see her return in the third and finale story, whose title -- The Commander -- is a neat little head fake from Lavie.<br /><br />The third star turn in the film is that of Shani Klein as Rama, a commander and boss to Zohar and Daffi.  I really liked Ms. Klein in this role.  Her Rama is a thin sheen of bluster with a sensitive core underneath. Zohar doesn't see it, but the audience can.",1
"Very good production values (Executive Produced by Spielberg, so it ought to), strong cast but writing is dreadful (sorry Ed, this anachronistic drama is clearly not your thing...)",0
If you're a sucker for supernatural series then you'll enjoy this one. Not only does it have demons and creatures but it throws in a CSI like feel in each episode.,1
"Very true to the Mad Max franchise.  The direction, cinematography and production techniques all do a great job of making this feel like Mad Max in every sense of the word.  Lots of action and fairly good story-line, on the higher end of the violence scale.  It does require a certain amount of suspension of belief, but that's true of any Hollywood blockbusters these days (think Gravity).",1
"Queen of Earth is a film that I had to sit with for 24 hours to try and gather my thoughts and even as I’m writing this, I’m still struggling to find the words to describe how I feel about it. I’ll start off by saying that I absolutely loved what I saw. Queen of Earth is a beautiful, breathtaking, intense, spellbinding, edge of your seat, physiological horror/thriller. This film relies mostly on dialogue and facial expression to build the tension and it does it to perfection. I loved the look and feel of this film which is very much a throwback to the 70s; the grainy look really works well here. Elisabeth Moss is absolutely mesmerizing in this film and at this moment is my choice for Best Lead Actress. The slow mental breakdown that Catherine is going through is rather chilling and Moss’s facial expressions alone tell a lot of the story. I really wish I could write a better review for this film because it deserves one, but I just can’t at the moment. I’m sure Queen of Earth is a film I’ll be revisiting a few times in the near future.",1
3 is fair,0
I love humor but this is way too filthy for anyone. It's sad too because it doesn't need all of that crap to be entertaining,0
"Song of the Sea is an absolutely gorgeous animated film that is equally enchanting, adorable, and heartbreaking.<br /><br />I remember when Big Hero 6 won the 2015 Oscar for Best Animated Film, and I remember there was an overwhelming gnashing of teeth from people who were all, &#34;What even? It wasn't that good!&#34; and I, not having seen Song of the Sea (or Boxtrolls, or Kaguya), was thinking that they were a bunch of sore losers and that Big Hero 6, even with its flaws, was a great movie with fun characters, quick plot, and good lessons, and deserved the win.<br /><br />After I watched Song of the Sea, I found myself in the camp of teeth gnashers. It's not that Big Hero 6 isn't a good movie, Song of the Sea is simply a BETTER one.<br /><br />The same storybook style that was so intriguing in the Secret of the Kells has evolved into something transcendent in Song of the Sea. The characters are very relatable even if you are not familiar with the Irish backdrop and the inheritance of Irish folklore that runs through this film's veins (heaven knows I was a bit lost with all that talk of Tir Na Nog and giants and fairies). The main character is a little boy who loses his mother on the night his sister is born. The loss breaks his father and induces the paternal grandmother to try and get the kids to stay with her, in the city, instead of on their little lighthouse island. We see how much the little boy resents his sister, and though it's clear that it's unjustified--she's a sweet, curious, and quiet little girl--we still can't help but sympathize with him a bit. This starting point makes his subsequent physical journey as he tries to get back to his lighthouse home from his grandma's house in the city, and the emotional growth as he finally confronts the wounds in his heart and tries to find closure to a tragedy, all the more substantial. You see real character development, and it happens in such a natural, organic way (even with all the fairies and owls about).<br/><br />Put it this way--the movie's ending is heartbreaking, whether you read too deeply into the symbolism of it or not. But it's also strangely uplifting, as though the whole movie is meant to be heartbreaking, until the very end, when sadness becomes acceptance, and acceptance into joy at a new day.<br /><br />I would highly recommend this film to both children and adults. I'm not sure who would cry more: mom and dad, or the kids. My husband and I blubbered quite a bit at some points, but it was cathartic in its own way, so I'll consider it a bonus. I fully intend to add this movie to my hardcopy collection; it really is that good. Better than an inflatable robot hero.",1
"I just love this show! I myself went through a lot of what these kids are experiencing, but I didn't have understanding adults around to help me through it and to understand.what was actually happening to me!<br />At least these children are getting the compassionate belief and guidance they so desperately need!",1
very good movie.,1
I love love love Ghost Adventures. Wish all episodes were free since I do not have the Travel Channel. Can't afford $1.99 per episode.,1
This is one of the most beautiful films I have ever seen. It inspires me on so many levels to live a better life and truly immerse myself in this beautiful world.,1
"Premise is solid and interesting. Where it lacks is  creativity and cinematography. I wish it had been darker and creepier. They really could have bumped it up a notch by being a bit more detailed and gruesome with the demons. Check out what is supposed to pass for wings. However, I realize this was a small budget horror flick so I enjoyed it for what it's worth.",0
"This was a very funny, well written comedy. They do not make funny shows like this anymore.  Parks and recreation, community, etc. ARE NOT FUNNY.  And my demographics have the money to spend, not the punks who are growing up now and have no money.",1
"Great story lines, always flows well and appears there may be some adlib included which just makes it more enjoyable. The characters play off of each other so well, it is just fun to watch. The underlying quality of the characters, how they relate to each other and even though they sometimes dislike each other or disagree, there is always a tone of respect and friendship. Great, great show. Love the characters, love the actors.",1
"I was hoping to be disturbing, sick, twisted etc ... boring",0
"Still a very interesting series, but changes to the cast and some of the story lines diminish the strength of the series.",1
A,0
The story was too weird and amateurish. So-so acting. Looked like a professional production company produced a high schoolers script.  Gave up halfway through.,0
"Epic Chinese story with epic scenery and amazing acting.  Action, adventure, romance.  Fantastic martial artistry.  Sit back; savor.  Be entertained.",1
"First of all I'm a fan of the movie &#34;Loving Annabelle&#34;.  So the age difference I didn't think would creep me out in this movie, but it really did.  Couldn't they find an actress who didn't look so young.  The dynamic of the two lead actresses just did not work.  The older character acted more like her mom which was so gross.  The movie was also highly predictable which was another drawback.  I would save your money and watch &#34;Loving Annabelle&#34; instead.",0
Too much changing back and forth.,0
really really boring only lasted 20 minutes and had to turn if off.  why would you make this film,0
"Had to stop watching when I realized it would be all talk about his opinions rather than an interesting religious perspective. I feel sorry for his wife after seeing the small portion of this that I could sit through without vomiting. I stopped as soon as he said men should never watch their wives breastfeed. He is a bit confused and very infantile and limited in his understanding of the female and male mind, love, and what makes sex amazing!",0
Humor and insight make this a great entertainment choice. I talked my 23 year old son into sitting through just one episode and he ended up watching at least four more with me in one evening. It's great for young and old alike.,1
One of Kubrick's masterpieces.,1
It's starwars need I say more.,1
Didn't watch enough to really give the Season a true review. But that was most likely because it didn't hold our interest and we found something more engaging. We stopped after the first episode.,0
After 20' I still didn't know what the story was about and Bill Nighy never changed the expression on his face during this time.By then I said enough is enough.,0
Very great film! I loved the twist on it! it was great!,1
Nice movie,1
"2-stars is the fairest rating.  Manu is a coati.  I thought it was a type of monkey, but it's a relative of the raccoon that lives in Central & South America.  He by his nature gets into trouble and gets exiled.  Sacha, also a coati, is his friend/sorta girlfriend and also princess of the tribe.  She goes looking for Manu and is captured by poachers.  The story goes on from there and has a moral of accepting others as they are.<br /><br />Pro's:  Eh, It wasn't horrible.<br /><br />Cons:  The cheap looking animation style.<br />  The really simplistic dialog of the script.",0
"If I could give this a negative star--I would.  It was horrible.  My 16 year old kept saying that he could make a better movie with his iphone, and I completely agree with him.  I think Robert Duvall owes me $5 reimbursement for the cost of this rental!!",0
"Pretty good.  Not great.  Jim Parsons doesn't do a ton of voice acting, which is probably a good thing because so much of his comedic effect comes from his expressions, gestures, etc., none of which were present in his alien character which rendered it a bit flat.  Same flatness from Rihanna's & J-Lo's characters, but they aren't actors anyway.  Steve Martin was the one exception, he was hilarious as usual.",0
If you're a fan of the original be warned you might not like this.,0
"It was horrible, I kept waiting for it to get better. Don't do it.",0
"Great Movie made from a GREAT Book. Who hasn't heard of Eat Pray Love. I really thought I wouldn't like Julia Roberts in thei part BUT was very pleasantly surprised! Not doing into more since this is so high profile but Great production, script, cinematography and well chosen cast! A MUST SEE.",1
"The show is great, but your streaming service stinks. Despite my fiber LAN and 700Mbps connection, your video streaming looks like a bunch of pixels and blocks and jumps around from HD to SD to pixels like it's got a mind of it's own. My service is steady and fast with no issues anywhere else that I stream. What's the issue here, Amazon?",0
Decent,0
"May be the humor in this flick is suited more for the younger generation.  I never picked up on it.  Couldn't get through the first half, and I hate paying and not watching the whole thing.",0
"Very entertaining and fun story line, kids and family all enjoyed.  There are no songs sung by the characters unlike practically all other disney movies and even the background music is sparse, all very unlike the Celtic tradition this movie is based on.",1
"The trailer is misleading. It promises a traditional/simple romantic comedy. Instead this film tries to fit several genres and doesn't succeed in any of them due to the lack of character development and storyline.<br /><br />There were 4 different stories going on in the movie and none of them seemed plausible or interesting.<br /><br />1. Bradley Cooper returns to Hawiia to prove himself/succeed in business. (His reputation is good enough that he is on this job, and everyone trusts him to handle tricky issues at hand.But all the characters in the movie feel entitled to say what a jerk he is...Huh?)<br /><br />2. Hawiian people are mistreated by the government and conned by Cooper/Murray. (Yeah this storyline really never goes anywhere and seems more a political statement by the writer.)<br /><br />3. The romantic storyline between Stone and Cooper. She is obnoxious and Uncharming. (She is a female Sheldon Cooper.) He seems more interested in his Ex.<br /><br />4. McAdams and Cooper resolving the past and accepting the present. Both seem very happy in their present circumstances, so it made no sense why after 13 years they would meet up. (What drove these 2 characters to come together at that moment versus 13 years ago or 20 years from the present?)<br /><br />And after all the revelations to tie up all 4 plots, everyone is EXTREMELY RELAXED. I would have thought more yard decorations would be decapitated.",0
I love watching a competitive  race that is true in nature and filled with twists keeping you enthralled in the adventure. Great reality  show .,1
Always liked this movie.,1
"hello,<br />  a great sci-fi movie.  the plot is unsual, but the story flows smoothly.  the characters are very good.  the guy from mad men plays the rich overbearing father quite well.  sometimes the story gets confused as the characters don't use common sense in protecting each other.  but, as the clock winds down, the story gets better.  what a better place to showcase the future than the old 4th street bridge area... great movie and characters.",1
Reminds me of The Walking Dead but with aliens instead of zombies. A great post-apocalyptic thriller. Good character development. You definitely are on the edge of your seat. I'm sad it's over but it was a fun series.,1
"Science fiction often asks us to examine worlds different from the one we know. It asks 'if then'? What if socialists win elections across the globe? What if Donald Trump wins in 2016, and is such an amazing leader, him and his brand of leadership serve as a guide for our nation, or perhaps the world, for generations to come? Just as often as it asks, 'if then', it asks, 'what if'? What if energy becomes completely free? What if cloning humans becomes as prevalent a trip to the local doctor? Many might recognize Sci Fi in it's creation of imaginary worlds that ask us to look upon our own world right now, presented in a different perspective, sometimes criticizing current society, or instead, some members in it.<br /><br />There were early or proto 'sci-fi' stories written as long ago as 2,000 years ago but it's been said science fiction as we know it didn't really (and couldn't really) exist until the 1900's when we became more aware of the larger world around us. It's a menace, a threat, a disease, or an ideology that threatens us all. After watching Battleship, I can't help but wonder if characters in the story have to save the whole world in order for it to Science fiction.<br /><br />Do the characters in Battleship save the world? With the speed in which aliens send five space ships to Earth after receiving a radio message from Earth, covering at bare minimum 10 light years distance, and their amazing ability to put up an energy shield covering all of Hawaii and a larger portion of ocean, it is a real question as to whether or not they'd send even more ships? The mystery of their other ships disappearance might mean something to them. Perhaps, though, for whatever reason, our navies did save the Earth.<br /><br />There's some question throughout the film whether or not the aliens are truly hostile, or whether they are merely trying to protect themselves and their mission as the film unwinds (although admittedly over reacting to us Earthlings - or did they under react to the threat we pose)?Quite often they let Earthlings go or be on their way if they do not consider them a threat. Are they going to eliminate or subjugate them later? Who knows, but why take any chances? One of the more interesting scenes in the film is shown from the perspective of one of the alien soldiers. It seems to be a memory or a flashback. We see him and his race at war with and being attacked by another alien race.<br /><br />The escalation to war, or at least fighting, is held out to be a metaphor for a fight between an American navy captain (the lead in the film) and his Korean rival. Our navy captain is punished quite severely for participating in the fight. It's an open question in the mind of the viewer through much of the film - is he being punished so hard because his opponent is Korean, or Asian? Throughout the film, especially the later parts, I couldn't help but see pop singer Rihanna, the female lead, in the role of mate to many of the different male characters (especially the extra pale guy with the buzz cut that often behaved kind of stupidly). The 'shells' being loaded and fired became quite interesting. I don't know what it was. It was a very intense movie. We can always hope they achieve contact. Battleship couldn't have been made without an interracial cast. Or at least it wouldn't have been as interesting - having only the action on screen to interest us.<br /><br />Overall it was a very entertaining film. Overall the plot made a lot of sense. Our victory over much more powerful aliens made a bit less sense. There were some breaks in the action, or explanations that went missing in the film (at what point did night fall and the Aliens somehow lose track of them)?  Battleship may have been cut or reduced in length. If so the film suffered a little bit because of it. Over all the film makes more sense if you consider that the aliens might not be completely hostile, or again, if they don't see us as much of an immediate threat to their selfish plans.<br /><br />One thing is certain, never send out a signal to another planet deep in space we know nothing about in order to contact them. There, I just saved the world.nd out a signal to another planet deep in space we know nothing about in order to contact them. There, I just saved the world.",1
A truly feel good movie,1
"Do not get me wrong, I loved Seinfeld, which is a whole television series about nothing.  However that was interesting and funny.  This was slow, boring and like a broken pencil, pointless.",0
"Doesn't fit my ideas of how a widow or a (young) king would act in that time period. The real story, since it has come down to us through historical research, was likely to have been far more powerful and complicated than depicted.",0
"Love Hidalgo - great flick! Lotsa heart, lotsa fun. Great acting from all - great script. It's not The Godfather - that's the only reason I didn't give it 5 stars. Great flick - well worth the watch :) If this review helps - gimme a 'Like' - I like to know if I'm getting through to you. Thanks!",1
"Lorenzo is awesome! The Russian one is tough, and it's impossible to pick a favorite short. This as a great buy for the whole family 2+",1
"Excellent production of a fascinating piece of fiction.  Extremely well done special effects, e.g. beach scene where wild horses morphed from the beach sand.",1
This is simply propaganda.  Pure and simple.  I hope Amazon decides to remove this.,0
Loved it. Atmospheric haunted house movie with good acting.,1
"I would have given it more stars, but hated the constant swearing (really didn't add anything, and made the character unlikeable) and the smoking, come on, this is the 21st century, we all know smoking can kill you, so why introduce it at all, and a 14 year old girl, too smoking and drinking/ What kind of message does it send.  Would have been redeemable without all that.",0
Sucks,0
Love it!!! Need the full season asap,1
Fun movie to watch,1
I could not get past the bashing of the Catholic Church. This film is not historically just.,0
"An engaging story, whimsically and well told.",1
I hope they make more!,1
"Worth Watching- but drags badly in parts.  The history lesson itself is a FIVE Star Story.  I am a retired US Navy Master Chief and served 30 years (1966-1996), yet never heard of USS Mason (DE-529) and her all African American Crew during WWII. This is a story that needs telling, unfortunately this movie doesn't do it very well.<br /><br />The acting is mediocre at best and that may be doe to a poorly written story or just bad production.  I struggled through the movie, more like a documentary really, and a poor documentary at that. I would give the acting, production, and overall movie a two to three star rating, but I did like the overall story and its impact, so 4 stars.",1
Just wasnt my type of movie..,0
"Great movie tear jerker at the end, than something unexpected happens.",1
Solid reading along side your bible,0
I love Jim Parsons voice but the story was not that engaging,0
Really good! Reminds me of Kitchen Confidential. Really hoping Amazon lets us watch the later seasons soon.,1
"I really love time travel movies, but I totally hated this movie.<br /><br />It didn't actually feel like a time travel movie to me, but it was just a do-over-your-mistakes movie.<br />The guy could only travel back within his own lifetime to moments that he could remember.<br />So, whenever he would say something wrong, he could just go back and do it over.<br />Whenever he did the wrong thing or regretted not doing someting, he would just go back and do it over.<br /><br />As soon as this time travel thing was explained and the guy tried it a few times, I was completely bored and annoyed with the whole movie.<br />I didn't like the way that he could just play with people.<br />As the movie progressed, I stopped caring enough to pay attention to how ridiculous the story became.<br /><br />If this was me, I would immediately go to find out what yesterday's winning lottery numbers were, or what horses won at the races yesterday.<br />Then I would go back to yesterday morning and go win everything.",0
Very entertaining,1
Is not a spider man movie!!,0
"Engaging crime/mafia based drama remincent of &#34;Sopranos&#34;, but slightly more sex and violence.  Wish there was another season.",1
Strange,0
Not my kind of movie.,0
"This movie isn't perfect, but it gets a lot of things right. Yes, the librarian character played by Marcia Gay Harden is stereotypical and played a bit heavy-handed. But the universal nature of the story, the beautiful setting, and the likability of the characters overcome this flaw. The quote at the end brought tears to my eyes.  If you want to take a break from Hollywood's standard fare of dark, violent, or stupid movies, then give this a try. It is is entertaining and thoughtful.",1
Very good.  Enjoyed both seasons very much.  John Goodman is perfect.,1
I don't believe Kristen as these &#34;crazy&#34; people she's been playing lately. Her performance doesn't ring true to me. The talented supporting cast is given very little to do.,0
Anything with Cynthia Rothrock in it is a must see for me.,1
Arnold did good for his age still.,1
Curse words throughout. Not exactly family friendly.,0
"Good war movie.  I liked it.  Story made sense.  Actors acted, director directed, nothing annoying about<br />effects, not too preachy.  Avoided most traps these things fall into and moved along well enough to keep my interest.",1
Get the REAL story; don't hesitate. It was pleasant to see that this wasn't a hatchet job against Obama but a true background piece.  If you really want to &#34;know him&#34; buy it.  IF you want to live in some kind of fantasy world; don't.,1
Pedestrian.  I'd prefer no stars.,0
Great story. Definitely of my new favorite Nicholas Sparks novel-film adaptions.,1
"Not bad, but there's been 0 effort put into making the Naval component of the story credible. I find The Last Ship to be a much more believable and, frankly, respectful story at it relates to the good folks who patrol the 7 seas for our country. Much of the technical detail work is sloppy and/or non-existent. Any the mousy little girl pretending to the a weapons designer -- give me a break. She's clearly only in the show as a sexual diversion from the main story. They never say how the submarine cloaking technology works because...drum roll please.. it's stupid and ridiculous and couldn't given the laws of psychics.",0
Incredible life for this person - but in the end the garnered info was so very useful...,1
"This a fantastic new show. The writers strike the perfect balance between the believable fears and fantasies of our childhood years and the wonders of growing up. They were smart in not trying to make this story about special effects or action, but about characters, stories, and lessons on youth. My eleven year old daughter and I made this one of our most favorite before bedtime things this summer. We truly hope there will be a next season.",1
"Bizarre boring, just terrible!",0
"Liberal Lies.  This started out being hard to figure out as to whether it was really going to be a show that valued integrity and truth, and actually the first couple of episodes we were still believers.  Seeing unannounced Jane Fonda quietly take the scene made us suspicious.  And then before long the bs got deeper and deeper and we quit about a quarter of the way through episode 4 of season 1.  If you drink the koolaid of the cult then this is for you.  It puts a spin on the spin to make it seem like the lies are true. Too bad.... because the acting, dialogue, story line is captivating and well done. Government politically correct propaganda at its best worst!",0
"It was a fun, scary movie for a quiet Sunday afternoon.",0
Started good..quickly became weird..then dropped to stupid weird.,0
Pretty odd movie. I did like that there was frontal nudity....but not pron.,0
Fascinating show.,1
Good show,1
"I think it has promise.  It isn't just about T&A - although there's definitely plenty of that.  If additional episodes pop up, I'll definitely check them out.  Visually appealing sets too - without the feel of a cheap pilot.",1
"Wanda Sykes' delivery reminds me of a gay and female Chris Rock.  But unlike him, nothing she says is cutting edge.  I'd even call her act hackneyed.  Her entire act is about being black and loving Obama and her observations make Jay Leno look downright incisive.  She either lacks basic knowledge or she's intentionally tailoring her act to her vapid white middle class audience..  (that's the kind version of what I was gonna say!)<br /><br />She does move on to other topics later in her special, but it just wasn't very good.  Ninety percent of her appeal is her deliver I think, because the actual stuff she was saying was pretty uninspired.  Once every five minutes she says something worthwhile, but god did I find her act tedius.  Perhaps if she didn't direct her standup to the kind of people that I really don't like, I'd be more receptive to her.  I had the same problem with Stephen Colbert.  In real life Wanda Sykes is probably very funny.  But her act isn't.",0
Some off-color and not so funny jokes spoiled the series for me.  Enjoyed the idea but the content was a little too R for my taste.  Too raunchy.  Maybe I'm a prude but I think some things are better kept private.,0
"Great movie, even for a guy. Eastwood is 'as advertised' and a very handsome man at that. lol",1
Excellent movie!!,1
