Text,Type
AWS ,SKILLS
CHEF ,SKILLS
devops,SKILLS
weblogic,SKILLS
Extension,SKILLS
BI Publisher Reports,SKILLS
Oracle Reports,SKILLS
AP,SKILLS
HRMS,SKILLS
GL,SKILLS
Conversion,SKILLS
Oracle Apps technical,SKILLS
Interface,SKILLS
AR,SKILLS
OLFM,SKILLS
FA,SKILLS
ERP-Oracle Applications 11i,SKILLS
Accounts Receivable,SKILLS
Accounts Payable,SKILLS
Fixed Assets,SKILLS
General Ledger,SKILLS
Oracle Lease,SKILLS
Finance Management,SKILLS
Purchasing ,SKILLS
"HRMS (Employee, Assignment, Contacts, Pay methods, Job and Location)",SKILLS
RDBMS Oracle,SKILLS
Kintana,SKILLS
Report Builder 6i/10g,SKILLS
Discoverer Admin,SKILLS
Desktop,SKILLS
Plus,SKILLS
Viewer ,SKILLS
BI Publisher,SKILLS
"Very strong logical, analytical skills with vast experience in MS-EXCEL.",SKILLS
"Very energetic, hardworking and highly self-motivated team player with strong problem solving",SKILLS
very good communication and leadership,SKILLS
"ADVANCED MS OFFICE (WORD, POWERPOINT, EXCEL, ETC.)",SKILLS
"ADOBE PHOTOSHOP,",SKILLS
READER X,SKILLS
ACROBAT,SKILLS
COREL DRAW,SKILLS
MICROMEDIA FLASH,SKILLS
JAVA NETBEANS,SKILLS
CMD PROMPT,SKILLS
MICROSOFT EXCHANGE SERVER 2012,SKILLS
PHP ,SKILLS
Oracle Hyperion,SKILLS
Automation Scripting,SKILLS
application maintenance,SKILLS
client support,SKILLS
ESSBASE,SKILLS
HYPERION,SKILLS
Batch,SKILLS
ODI,SKILLS
Hyperion Essbase,SKILLS
FDMEE,SKILLS
IoT,SKILLS
D3js,SKILLS
LAMP,SKILLS
Ads ,SKILLS
BI ,SKILLS
MS Excel ,SKILLS
presales ,SKILLS
Tableau ,SKILLS
Pega Marketing,SKILLS
BPM ,SKILLS
 MS Word,SKILLS
MS Sharepoint ,SKILLS
Spss ,SKILLS
IBM Maximo,SKILLS
marketing strategy,SKILLS
Business Analysis,SKILLS
soft skills,SKILLS
Communicator,SKILLS
Innovator,SKILLS
Analytical Collaborator,SKILLS
Intuitive,SKILLS
Google AdWords,SKILLS
Google Analytics,SKILLS
Inbound Marketing,SKILLS
SEO (On-page and Off- page),SKILLS
Facebook Ads,SKILLS
Social,SKILLS
MS Project Professional,SKILLS
Media Campaigns (Content Bucketing),SKILLS
Tableau,SKILLS
Microsoft Power BI,SKILLS
SPSS,SKILLS
MS Office Suite,SKILLS
Advanced Excel,SKILLS
MS SharePoint,SKILLS
BPM,SKILLS
STRUCTURED SOFTWARE ,SKILLS
ARCHITECTURE ,SKILLS
Consulting,SKILLS
Oracle Fusion Applications Architecture,SKILLS
Functionality,SKILLS
Oracle Business Intelligence development,SKILLS
implementations,SKILLS
Technology Planning,SKILLS
Delivery Management,SKILLS
Client Engagements (Stakeholders/Business),SKILLS
Continuous Process Enhancement,SKILLS
Scrum Methodologies,SKILLS
Lead genearation,SKILLS
Customer Handling,SKILLS
cold calling,SKILLS
Negotiation,SKILLS
upselling,SKILLS
IT sales,SKILLS
outbound calling,SKILLS
"Technical Support,",SKILLS
sales forcasting,SKILLS
Software sale,SKILLS
product demonstration,SKILLS
cross selling,SKILLS
Inside Sales,SKILLS
Technical sales,SKILLS
software integration,SKILLS
Network Management,SKILLS
Excellent Communication both verbal & written MS-Office,SKILLS
Sales Forecasting SAP Business Objective Tool,SKILLS
Strategic Prospecting Ariba Network Admin Tool,SKILLS
Product Knowledge Ariba B2B Cloud Platform,SKILLS
Social Networking,SKILLS
Customer Relationship Management,SKILLS
Black Box,SKILLS
Black Box Testing,SKILLS
logging ,SKILLS
Nagious ,SKILLS
SDLC&STLC,SKILLS
AIT ( Accenture Intelligent Testing),SKILLS
QC,SKILLS
Manual testing concepts,SKILLS
Functional E2E Testing,SKILLS
lack Box Testing,SKILLS
Development of test cases,SKILLS
Analysis of the Feature Documents,SKILLS
developing a strategy for testing the feature,SKILLS
defect logging,SKILLS
tracking activities,SKILLS
QC ,SKILLS
AIT,SKILLS
Business /IT Consulting Configuration,SKILLS
Support Requirements,SKILLS
Blue print,SKILLS
Gap Analysis,SKILLS
Coding,SKILLS
Debugging Change Management Functional,SKILLS
Technical Spec Design,SKILLS
SAP EWM,SKILLS
SAP WM,SKILLS
SAP MM,SKILLS
SAP AFS,SKILLS
SAP PP,SKILLS
SAP XI,SKILLS
Open office,SKILLS
OPERATIONS MANAGER ,SKILLS
SCOM ,SKILLS
SYSTEM CENTER OPERATIONS MANAGER,SKILLS
Orchestrator SCSM,SKILLS
Microsoft Windows Server 2012 (R2),SKILLS
2008 (R2),SKILLS
2003 (R2),SKILLS
Microsoft Windows Win8.1,SKILLS
Win8,SKILLS
Win7,SKILLS
Red Hat,SKILLS
Fedora ,SKILLS
CentOS,SKILLS
Debian,SKILLS
Microsoft System Center Operations Manager (SCOM) 2016,SKILLS
2012 […] R2,SKILLS
Microsoft System Center Service Manager (SCSM) 2016,SKILLS
2012 R2,SKILLS
Microsoft System Center Orchestrator 2016,SKILLS
Microsoft SQL […] R2,SKILLS
VMware Workstation,SKILLS
VirtualBox,SKILLS
worked on Forefront Identity Manager,SKILLS
Microsoft Identity Manager,SKILLS
orefront Threat Management Gateway,SKILLS
Unified Access Gateway for Windows security,SKILLS
Good knowledge of basic Networking concepts,SKILLS
Good knowledge of basics of Microsoft Active Directory,SKILLS
Basic Knowledge of Windows Failover Clusters,SKILLS
Microsoft Exchange,SKILLS
AC ,SKILLS
Allen Bradley,SKILLS
FANUC,SKILLS
GE FANUC,SKILLS
Industrial Automation,SKILLS
Micro Logix1000,SKILLS
SLC 5 / 03 RS Logix 500,SKILLS
Siemens S7-300 SIMATIC MANAGER-5.4,SKILLS
GE FANUC Versamax Micro,SKILLS
Proficy Machine Delta WPL Soft 2.42,SKILLS
Mitsubishi FX3U 16M GX-Developer,SKILLS
Omron Sysmac - CP1E CX-Programmer,SKILLS
DCS AC-800 F Freelance Industrial IT,SKILLS
Field Basics Of Fi,SKILLS
Live Plant,SKILLS
SLC 5 / 03,SKILLS
SCADA,SKILLS
Rational Application Development (RAD),SKILLS
OOPS-ABAP,SKILLS
PMP trained six sigma yellow belt,SKILLS
CHANGE MANAGEMENT ,SKILLS
Configuration Management,SKILLS
ubuntu Linux,SKILLS
IBM i series 400,SKILLS
insurance,SKILLS
Group Asia,SKILLS
Subversion ,SKILLS
SVN ,SKILLS
XSLT,SKILLS
J Boss,SKILLS
Web logic,SKILLS
IBM web sphere,SKILLS
Databases Oracle,SKILLS
Singleton,SKILLS
Session Facade,SKILLS
DTO,SKILLS
DAO,SKILLS
SOA Restful Web Service,SKILLS
Soap web service,SKILLS
JAX-RS,SKILLS
WS Security,SKILLS
Mule ESB,SKILLS
IDE's,SKILLS
TOOLS Eclipse,SKILLS
Mule Anypoint Studio,SKILLS
J2EETechnologies,SKILLS
Servlets,SKILLS
EJB,SKILLS
HTTP,SKILLS
FTP,SKILLS
TCP/IP,SKILLS
CVS,SKILLS
Rally,SKILLS
Frameworks Spring,SKILLS
Struts,SKILLS
Micro Services,SKILLS
Project Scoping,SKILLS
Estimation,SKILLS
Resource Planning,SKILLS
Quality Planning & Management,SKILLS
Risk Planning,SKILLS
Mitigation,SKILLS
Defect Management,SKILLS
"Warranty Support,",SKILLS
Team / Resource Management,SKILLS
Post Graduate Diploma in Business Administration in Marketing and Human Resource,SKILLS
CA7,SKILLS
QMF,SKILLS
Mainframe,SKILLS
Cics,SKILLS
Rexx,SKILLS
Adopt to any kind of Environment,SKILLS
ISPF,SKILLS
SPUFI,SKILLS
MainView,SKILLS
Xpeditor,SKILLS
EIGRP,SKILLS
security ,SKILLS
vlan ,SKILLS
CST,SKILLS
PVST,SKILLS
RSTP ,SKILLS
MST,SKILLS
VLAN,SKILLS
Private VLAN,SKILLS
Trucking,SKILLS
Inter-VLAN Routing,SKILLS
SPAN,SKILLS
RSPAN,SKILLS
PAgP ,SKILLS
LACP,SKILLS
HSRP (V1 & V2),SKILLS
VRRP ,SKILLS
GLBP,SKILLS
Static routing,SKILLS
floating routing,SKILLS
RIP,SKILLS
VRF-Lite,SKILLS
FW Monitor,SKILLS
TCP-Dumps,SKILLS
Rules,SKILLS
NAT,SKILLS
IPsec VPN,SKILLS
Backup & Restore,SKILLS
URL filtering,SKILLS
Installation,SKILLS
Migration,SKILLS
Upgradation,SKILLS
ClusterXL,SKILLS
Access Control Lists with object,SKILLS
Address Translation,SKILLS
LAN-to-LAN VPN,SKILLS
High Availability in Active-Active & Active-Standby Mode,SKILLS
Redundant interface,SKILLS
SLA Monitoring,SKILLS
Security Contexts,SKILLS
Zone Based Firewall (ZBF),SKILLS
DMVPN,SKILLS
IPsec,SKILLS
IPsec over GRE,SKILLS
GARP,SKILLS
TFTP,SKILLS
TCP,SKILLS
TELNET,SKILLS
HTTPS. IP,SKILLS
SLA,SKILLS
NTP,SKILLS
SNMP,SKILLS
CPT ,SKILLS
Data Center,SKILLS
Ethernet ,SKILLS
Virtualization ,SKILLS
Virtualization VMware-VSphere,SKILLS
DVS,SKILLS
Cisco AVS,SKILLS
Cisco ACE,SKILLS
SDN Cisco Application Centric Infrastructure (ACI),SKILLS
L2/L3 Protocols OSPF,SKILLS
VXLAN,SKILLS
RSTP,SKILLS
VPC,SKILLS
EVC,SKILLS
PsudoWire,SKILLS
REP,SKILLS
Traffic tools IXIA Iexplore,SKILLS
Smart Bit,SKILLS
Wireshark ,SKILLS
MIB Browser,SKILLS
ACI ,SKILLS
VMWare 5.5 and 6.0,SKILLS
Cisco UCSD Orchestration,SKILLS
Carrier Ethernet devices (CPT […],SKILLS
Cisco Metro Ethernet 2600,SKILLS
Cisco routers GSR 12000,SKILLS
7600,SKILLS
Data center Virtualization using the ACE,SKILLS
Nexus 5k,SKILLS
ACI 9K switches,SKILLS
Cat 6500,SKILLS
3550 Switches,SKILLS
CRM ,SKILLS
CR-100 ,SKILLS
CR-300,SKILLS
CRM Mobile Sales,SKILLS
CRM Middleware Basics,SKILLS
Basic Debugging (ABAP),SKILLS
Knowledge on Idocs ,SKILLS
Experience in SAP CRM Module (sales and service) with testing,SKILLS
 Good understanding of application testing process.,SKILLS
Coordinated with SAP CRM technical team members to understand testing functionalities,SKILLS
Managed issue logs / defects and subsequent closures.,SKILLS
Knowledge of ABAP Debugging,SKILLS
Basic ABAP,SKILLS
Classical and Interactive Reports,SKILLS
BDC's,SKILLS
LSMW,SKILLS
BAPI,SKILLS
BADI,SKILLS
User Exits,SKILLS
Data Dictionary objects,SKILLS
Dialog Programming,SKILLS
ALE,SKILLS
IDOCS,SKILLS
SAP Scripts,SKILLS
Smart Forms,SKILLS
Possess hands on skill set on SD & MM modules.,SKILLS
Unit testing (UT),SKILLS
functional testing (FT),SKILLS
UAT scripts,SKILLS
SAP webdynpro applications,SKILLS
SRM server,SKILLS
Abap Workflow,SKILLS
ANSYS ,SKILLS
CATIA ,SKILLS
CREO ,SKILLS
PARAMETRIC,SKILLS
WAF,SKILLS
Sauce Labs,SKILLS
Creo parametric 2.0,SKILLS
Catia V6,SKILLS
Ansys,SKILLS
"Software: Adobe Photoshop, Adobe InDesign, Adobe Illustrator,",SKILLS
"Adobe Dreamweaver, MS PowerPoint",SKILLS
Bachelors in Computer Science,SKILLS
Velocity ,SKILLS
Oracle MFT,SKILLS
Oracle SOA,SKILLS
WSDL,SKILLS
ERP Packages Oracle Fusion Middleware,SKILLS
Oracle Fusion Application (DOO/GOP),SKILLS
Fusion Middleware Modules Oracle SOA,SKILLS
MFT,SKILLS
Web Logic (11G and 12C Version),SKILLS
Adapters Database,SKILLS
FTP ,SKILLS
JDeveloper,SKILLS
Enterprise Manager,SKILLS
Administrative Console,SKILLS
SOQL,SKILLS
SOSL,SKILLS
Salesforce,SKILLS
APEX,SKILLS
VF pages,SKILLS
Handling Deployment,SKILLS
CI,SKILLS
ANT Migration Tools,SKILLS
Lighting,SKILLS
Data Loader,SKILLS
Marketing cloud,SKILLS
JIRA Tool,SKILLS
Platform developer-1,SKILLS
CLOUDSENSE ,SKILLS
SUPERBADGE ,SKILLS
APEX ,SKILLS
LIGHTNING ,SKILLS
Cloud Sense,SKILLS
Bit Bucket,SKILLS
Apex class,SKILLS
Workflows,SKILLS
process builder,SKILLS
Sales cloud,SKILLS
DevOps Consultant,SKILLS
DevOps design,SKILLS
CICD implementation,SKILLS
Build and deployment automation,SKILLS
Release Management,SKILLS
Delivery Automation strategy,SKILLS
Continuous Deployment/Delivery,SKILLS
Designed,SKILLS
delivered,SKILLS
CloudBees,SKILLS
Jenkins pipeline,SKILLS
groovy code,SKILLS
pipeline plugin,SKILLS
Continuous Integration,SKILLS
Deployments,SKILLS
troubleshoot,SKILLS
TFS,SKILLS
Dev,SKILLS
SIT,SKILLS
QA,SKILLS
Prod,SKILLS
Artifactory Repository,SKILLS
Artifactory,SKILLS
REST API's,SKILLS
TFS ( GIT - SCM),SKILLS
TFS Builds,SKILLS
Microsoft Visual Studio 2015,SKILLS
Technology Analyst,SKILLS
Instrumentation and Control Engineering,SKILLS
PowerShell ,SKILLS
MSBuild,SKILLS
Sonarqube,SKILLS
MSTest,SKILLS
Cobertura,SKILLS
EIGRP ,SKILLS
VTP,SKILLS
OSI Architecture,SKILLS
IP Module,SKILLS
UDP,SKILLS
MP-BGP IPv4,SKILLS
VPNv4,SKILLS
VPNv6,SKILLS
RT-Filter,SKILLS
IPv6-Multicats,SKILLS
Access-List,SKILLS
Prefix-List,SKILLS
Distribution List,SKILLS
QOS,SKILLS
L2,SKILLS
L3 VPN,SKILLS
GRE,SKILLS
FTP-Active/Passive,SKILLS
L2 ,SKILLS
L3 ,SKILLS
Cisco 3550,SKILLS
3560,SKILLS
2950,SKILLS
IP Addressing,SKILLS
VLSM,SKILLS
Summarization,SKILLS
understanding Lease Line,SKILLS
Dedicated Lease Lines,SKILLS
VRRP,SKILLS
GLBP ,SKILLS
Cisco Routers,SKILLS
Frame Tagging protocols ISL,SKILLS
Dot1q,SKILLS
PAT,SKILLS
NAT-T,SKILLS
"Cisco Routers (ASR901, ASR903, ASR900)",SKILLS
ISIS,SKILLS
High E1nd Routers,SKILLS
WAN,SKILLS
IT communication,SKILLS
WAN protocols,SKILLS
Networking devices administration,SKILLS
Network ,SKILLS
Hardware clients,SKILLS
large networks,SKILLS
Routers,SKILLS
"Microsoft Office Windows (Windows 2007, XP, 8, 8.1 and Windows 10)",SKILLS
o,SKILLS
Strong analytical,SKILLS
Exchange 2013,SKILLS
Computer Operating,SKILLS
"Computer Hardware,",SKILLS
Exchange 2010,SKILLS
Finance Analyst,SKILLS
LLC ( License Learning Cycle),SKILLS
Global Review tool,SKILLS
analysis,SKILLS
Finance,SKILLS
sectorial specialisation,SKILLS
EMPLOYEE RESOURCE GROUP,SKILLS
ENTERPRISE RESOURCE PLANNING,SKILLS
ERP,SKILLS
Oracle SQL,SKILLS
RETAIL ,SKILLS
RETAIL MARKETING,SKILLS
ACCEPTANCE TESTING,SKILLS
APS ,SKILLS
Mac OS,SKILLS
BTEQ,SKILLS
Muti Load,SKILLS
Fast Load,SKILLS
Tpump,SKILLS
TPT,SKILLS
"BO Reporting,",SKILLS
Universe design tool,SKILLS
BOBJ Migration tool,SKILLS
Radar,SKILLS
Espresso,SKILLS
SQL Workbench,SKILLS
ETL Metadata UI,SKILLS
iCheck,SKILLS
Global deployment tool,SKILLS
Workload Automation,SKILLS
Central Station,SKILLS
GitLab,SKILLS
analytical skills,SKILLS
Flexcube,SKILLS
Associate,SKILLS
SQ,SKILLS
Oracle 9i/10g,SKILLS
Oracle ADF,SKILLS
Jdeveloper 10.x,SKILLS
Oracle Apps DBA Release Enginner,SKILLS
oriented organisation,SKILLS
time management,SKILLS
SAP ECC 6.0IN FI MODULE,SKILLS
UV TECHNOCRATS & SOLUTION,SKILLS
FI End,SKILLS
scenario ,SKILLS
FI sub-modules General Ledger ,SKILLS
queries ,SKILLS
ALGORITHMS ,SKILLS
ALSA ,SKILLS
APACHE HADOOP HDFS,SKILLS
Beyond Compare,SKILLS
Samsung memory leak tool,SKILLS
Samsung code coverageTool,SKILLS
VS 2005 Remote Tools,SKILLS
KlocWork,SKILLS
WinShark ,SKILLS
Ethereal,SKILLS
Clear Case.,SKILLS
Ubuntu ,SKILLS
SHP,SKILLS
Bada,SKILLS
WindowsMobile5.0,SKILLS
SLP ,SKILLS
Tizen,SKILLS
Multimedia,SKILLS
Content,SKILLS
Mobile Applications,SKILLS
STL,SKILLS
VS2005,SKILLS
VS2010,SKILLS
Clear case,SKILLS
Nessus,SKILLS
SSL,SKILLS
Windows 98/XP,SKILLS
Q.T.P,SKILLS
Win Runner7.5,SKILLS
Load Runner 9.5,SKILLS
AAA,SKILLS
TACACS,SKILLS
RADIUS,SKILLS
VPNs,SKILLS
Security scans,SKILLS
Retina,SKILLS
Penetration testing,SKILLS
Proxy and SSL scans,SKILLS
CSERV,SKILLS
Analytics,SKILLS
Research,SKILLS
Software Engineering professional,SKILLS
Operating Systems (OS) coding techniques,SKILLS
 Internet Protocol (IP),SKILLS
interfaces and hardware subsystems,SKILLS
reading schematics and data sheets for components,SKILLS
Nifi,SKILLS
JS,SKILLS
Jive,SKILLS
developed cloud based connectors using REST Web services and JIVE custom tiles & plugins,SKILLS
understanding business requirements and translating them into technical specifications,SKILLS
"interpersonal, analytical and negotiation skills",SKILLS
process-oriented approach,SKILLS
Solaris administration,SKILLS
team Member,SKILLS
programming skills,SKILLS
goal oriented,SKILLS
SECURITY (5 years),SKILLS
INFORMATION SECURITY (5 years),SKILLS
ACTIVE DIRECTORY (3 years),SKILLS
UNIX (Less than 1 year),SKILLS
Solaris,SKILLS
Sailpoint IIQ,SKILLS
Oracle IAM,SKILLS
Beeline,SKILLS
Phantom,SKILLS
Quest change auditor,SKILLS
IDE's Pycharm,SKILLS
Eclipse[Pydev plugin],SKILLS
Selenium for testing the web browser using,SKILLS
providing effective and quality automation process.,SKILLS
Concepts Networking,SKILLS
WAAS (Wan Optimization),SKILLS
Automation Framework ATS (Automated Test System),SKILLS
IDE(Integrated Development Environment) Eclipse,SKILLS
Pydev[Plugin for eclipse IDE],SKILLS
Software,SKILLS
Eclipse CDETS & Rally (Bug Tracking),SKILLS
eARMS (Regression testing),SKILLS
ACME(Versioning),SKILLS
TIMS(Reporting),SKILLS
Power Query(Automation),SKILLS
PLM(Product Lifecycle Management),SKILLS
 AML Studio (adaptive markup language),SKILLS
"• Proficiency in Communication skills, Positive attitude.",SKILLS
net framework 4.7,SKILLS
azure .net sdks ,SKILLS
 .net framework 4.7,SKILLS
Nintex.,SKILLS
SharePoint REST ,SKILLS
Web API.,SKILLS
ECMA,SKILLS
SharePoint Client Object Model.,SKILLS
SharePoint MOSS 2007 ,SKILLS
Microsoft FAST search 2010.,SKILLS
Microsoft InfoPath Designer Microsoft SharePoint -,SKILLS
"Microsoft InfoPath Designer 2010,",SKILLS
Power Pivot,SKILLS
 InfoPath forms,SKILLS
 VISUAL STUDIO ,SKILLS
developing and implementing applications,SKILLS
"Microsoft Office, ",SKILLS
"Microsoft, SharePoint Designer",SKILLS
 Nintex forms and Workflows,SKILLS
CNC System,SKILLS
PLC Programming,SKILLS
Sincere,SKILLS
Pleasing personality,SKILLS
Fixed Income,SKILLS
SOLID programming,SKILLS
Infrastructure Management and Support,SKILLS
Designing Digital print art,SKILLS
EXCHANGE (Less than 1 year),SKILLS
HTML (Less than 1 year),SKILLS
KITCHEN (Less than 1 year),SKILLS
LINUX (Less than 1 year),SKILLS
VMWARE (Less than 1 year),SKILLS
Good communication skill,SKILLS
Windows Server […],SKILLS
Invoice ,SKILLS
sap posting,SKILLS
vendor call attend,SKILLS
resolve the issue,SKILLS
meet SLA tat,SKILLS
working with client tool,SKILLS
Electrical engineering,SKILLS
VSSUT,SKILLS
burla,SKILLS
Technical Project Manager,SKILLS
organizing,SKILLS
Scope &amp,SKILLS
Charter Management,SKILLS
ERM,SKILLS
Estimations,SKILLS
cost management,SKILLS
Project Timeline planning and management,SKILLS
Procurement,SKILLS
Software Asset management,SKILLS
Configuration,SKILLS
Issue resolution and escalation,SKILLS
Communications &amp,SKILLS
status reporting,SKILLS
Technical Lead/Operations Manager,SKILLS
HP,SKILLS
ENGINEER,SKILLS
UI,SKILLS
ANALOG,SKILLS
mobilization in the field of Telecommunication,SKILLS
Software Tester Engineer,SKILLS
TD,SKILLS
MBA in marketing-tourism,SKILLS
tracking impact,SKILLS
Tracking progress,SKILLS
Consolidate Outcomes,SKILLS
articulate,SKILLS
Track Partner Recruitment,SKILLS
Senior operations coordinator,SKILLS
preparing agenda,SKILLS
collecting presentation materials,SKILLS
general coordination,SKILLS
Travel managements,SKILLS
managing complex travel itineraries,SKILLS
Setting up high-level conferences,SKILLS
Calendar management,SKILLS
"Material preparation, distribution, and archiving",SKILLS
coordinating the creation of the new premises,SKILLS
space management,SKILLS
Asset management,SKILLS
iGTSC,SKILLS
 Microsoft ,SKILLS
FOE,SKILLS
FOE ,SKILLS
singing,SKILLS
Ability to work with team,SKILLS
inter-personal,SKILLS
Hard ,SKILLS
good relationship with people,SKILLS
tough situation,SKILLS
Self-Motivator,SKILLS
"Microsoft,Infosis, Google -",SKILLS
"Microsoft,Infosis, Google ",SKILLS
SAP SD lead,SKILLS
AS-IS process,SKILLS
Gap analysis document,SKILLS
Design test scripts for functional unit testing (FUT),SKILLS
Integration system testing (IST),SKILLS
User Acceptance Test (UAT),SKILLS
Design test scripts for unit testing (UT),SKILLS
Implementing end to end SAP,SKILLS
DUET (,SKILLS
Handling team,SKILLS
Harvard Manage Mentor Certification,SKILLS
Customer Focus and Innovation,SKILLS
Harvard Business Publishing,SKILLS
Analyzing,SKILLS
resolving,SKILLS
implementing issues or tickets,SKILLS
Handling of Master Data,SKILLS
IDOCs failure,SKILLS
EDI error notification,SKILLS
short dumps,SKILLS
Understanding of ES Methodologies,SKILLS
Learning SAP SD,SKILLS
P100,SKILLS
P200 certifications,SKILLS
RFP,SKILLS
POST,SKILLS
Operations Center Shift Manager,SKILLS
Handling escalations,SKILLS
Monitoring the Incidents,SKILLS
 Supervising,SKILLS
Ensuring proper workflow ,SKILLS
Security Analyst,SKILLS
Escalation Matrix,SKILLS
Reviewing the problem,SKILLS
"Providing OJT,",SKILLS
concurrent training,SKILLS
 Global news monitoring,SKILLS
administrative duties,SKILLS
 Shift Changeover,SKILLS
Policy Reviews,SKILLS
"Pass-down Log, Inventory Control,",SKILLS
", Disciplinary Actions",SKILLS
Counselling,SKILLS
Communication Supervisor,SKILLS
Managing all incidents ,SKILLS
email communications,SKILLS
 Handling and initiating Major Incident,SKILLS
Initiating bridge,SKILLS
overall analysis,SKILLS
supervision,SKILLS
in-depth knowledge,SKILLS
Service Desk Analyst,SKILLS
Provided technical support,SKILLS
First Call Resolution,SKILLS
 Resolving Issues,SKILLS
configuring LAN,SKILLS
rectify the issues,SKILLS
 Quality ,SKILLS
Compliance,SKILLS
Ability to build teams ,SKILLS
 motivate ,SKILLS
 handle ,SKILLS
 overcome objections,SKILLS
work effectively,SKILLS
adapt to the changes,SKILLS
office,SKILLS
Azure SQL,SKILLS
Data Lake store,SKILLS
"SQL Server(2008 R2, 2012, 2014) development",SKILLS
Microsoft BI (SSIS),SKILLS
"Microsoft BI (SSAS, SSRS)",SKILLS
VSTO,SKILLS
Software Development Life Cycle (SDLC),SKILLS
Business Requirements Analysis,SKILLS
written,SKILLS
verbal communication skills,SKILLS
VSTO Excel application,SKILLS
Senior Sales Executive,SKILLS
Nokia ,SKILLS
Test management,SKILLS
C# programming,SKILLS
Automation scripts,SKILLS
Debugging skills,SKILLS
HP load runner,SKILLS
C# (Less than 1 year),SKILLS
Database (Less than 1 year),SKILLS
Java (Less than 1 year),SKILLS
JIRA (Less than 1 year),SKILLS
load runner (Less than 1 year),SKILLS
Handling query,SKILLS
Resolving query,SKILLS
handsets,SKILLS
Resolving problems,SKILLS
IT Literacy,SKILLS
Perl,SKILLS
Shell/Perl scripting,SKILLS
Functional,SKILLS
Integration ,SKILLS
Perl Scripts,SKILLS
Shell Scripts,SKILLS
Sql query,SKILLS
 PL-SQL,SKILLS
Unix Sun Solaris,SKILLS
PERL (10+ years),SKILLS
SCRIPTING (10+ years),SKILLS
SQL (10+ years),SKILLS
DATABASE (10+ years),SKILLS
SHELL SCRIPTING (10+ years),SKILLS
responsibility ,SKILLS
initiative ,SKILLS
Teamwork ,SKILLS
Co- operation,SKILLS
Windows (XP/2000),SKILLS
UNIX Sun Solaris 9,SKILLS
Linux (Red-hat-6),SKILLS
perl (Intermediate Level),SKILLS
Basic Knowledge of QTP,SKILLS
customer service,SKILLS
Communication Skill,SKILLS
coordination,SKILLS
Datawarehouse / Business Intelligence,SKILLS
Shift Rostering,SKILLS
Lync 2010,SKILLS
"Organizer and volunteer at many inter and intra college events, symposia etc",SKILLS
Effective leadership; associated with many student led organizations,SKILLS
Beta Tester,SKILLS
Xiaomi,SKILLS
 beta tester,SKILLS
DB,SKILLS
SQL Azure,SKILLS
Stream,SKILLS
Event hub,SKILLS
Web Job,SKILLS
Web App,SKILLS
Azure data lake analytics(U-SQL),SKILLS
stream analytics and Power BI,SKILLS
Azure Document db,SKILLS
"Azure web job and Web APP,",SKILLS
RBAC,SKILLS
SQL server 2014,SKILLS
.net API,SKILLS
Microsoft software products,SKILLS
Receive technically complex,SKILLS
critical or politically hot customer issues,SKILLS
maintain ownership,SKILLS
involving broad,SKILLS
in-depth product knowledge or in-depth,SKILLS
technical discussions,SKILLS
engage with product team,SKILLS
A*(MAWA*),SKILLS
Applications of Robotics in INOX 2K12,SKILLS
C++ Programming,SKILLS
Aliasing,SKILLS
Heuristic Algorithms and Applications,SKILLS
training of OCA,SKILLS
SPARK training program,SKILLS
System Hardware Training program,SKILLS
MS OFFICE ,SKILLS
Proficient in Computer Applications,SKILLS
"Windows 2007, XP, 8, 8.1",SKILLS
Ability in managing a team of professionals,SKILLS
PBx,SKILLS
TMS (Telepresence Management Suit),SKILLS
VCS (Video communication Server),SKILLS
CUCM (Cisco unified call manager),SKILLS
SIP,SKILLS
SCCP ,SKILLS
H.323,SKILLS
RTMT ,SKILLS
CUCM ,SKILLS
configuration of routers,SKILLS
cucm including Call Search Space (CSS),SKILLS
port-securitie,SKILLS
Subnetting,SKILLS
Adaptive,SKILLS
work hard,SKILLS
Open,SKILLS
Android Application Development,SKILLS
Quickly integrates into a new environment,SKILLS
team worker,SKILLS
patient,SKILLS
B-tech (CSE),SKILLS
IIT Delhi,SKILLS
The Microsoft Student Associate (MSA),SKILLS
Microsoft Visual Studio ,SKILLS
MS visual Studio,SKILLS
v2013,SKILLS
jupyter Notebook,SKILLS
Google Apps Integration,SKILLS
Google Big Table(NoSQL database,SKILLS
Postgresql. Google Cloud SQL,SKILLS
B1 ,SKILLS
Honest ,SKILLS
Innovative,SKILLS
Adverse Events (AE),SKILLS
Serious Adverse Events (SAE),SKILLS
Laboratory Data (Lab Data),SKILLS
Teaching ,SKILLS
First Pass,SKILLS
Second Pass Data Entry,SKILLS
review of Data Entry,SKILLS
reading ,SKILLS
good at communication,SKILLS
great at taking challenges,SKILLS
Advocacy Operations Specialist,SKILLS
Microsoft Student partner,SKILLS
Microsoft Certified Technology Associate,SKILLS
Web Development Fundamentals,SKILLS
Completed Microsoft Leadlab &amp,SKILLS
Global Sharpers Fellowship,SKILLS
IT relevant experience in analysis,SKILLS
design and development of windows,SKILLS
web and cloud based (Azure) application in .NET,SKILLS
MVVM,SKILLS
PRISM,SKILLS
Azure Technologies,SKILLS
Object Oriented Programming,SKILLS
OOAD,SKILLS
